time,B_ext,B_ext_err,SSA,SSA_err
6/22/19 22:45,8.5357628,0.43001246,0.82679534,0.008744813
6/22/19 22:50,8.5601521,0.43122274,0.82165259,0.008696198
6/22/19 22:55,8.5191364,0.4291873,0.82159883,0.008695687
6/22/19 23:00,8.5022125,0.42834756,0.82025677,0.008683016
6/22/19 23:05,8.5187931,0.42917019,0.81845009,0.008665931
6/22/19 23:10,8.5218563,0.42932233,0.81937647,0.008674701
6/22/19 23:15,8.6286411,0.43462184,0.81449288,0.00862858
6/22/19 23:20,8.7626934,0.44127598,0.81168979,0.00860212
6/22/19 23:25,8.8583641,0.44602594,0.81716746,0.00865384
6/22/19 23:30,9.0013247,0.45312482,0.82007021,0.008681241
6/22/19 23:35,9.1406326,0.46004558,0.82120192,0.008692186
6/22/19 23:40,9.2331972,0.46467686,0.82394385,0.008723271
6/22/19 23:45,9.3347244,0.46987063,0.82569939,0.008763502
6/22/19 23:50,9.447299,0.4756068,0.82660818,0.00879505
6/22/19 23:55,9.5788698,0.48225641,0.82790267,0.008825735
6/23/19 0:00,9.8314466,0.49966002,0.82056582,0.009532841
6/23/19 0:05,10.235445,0.58523637,0.79764348,0.017328825
6/23/19 0:10,10.460443,1.1752553,0.77700996,0.057560328
